tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
TBA323956465122,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.081,13.405,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0687,0.0565,0.0122,0,0.2
Unknown,FedEx,success,,FedEx Priority Overnight,PRIORITY_OVERNIGHT,1.36,2.998,FALSE,FORT LAUDERDALE,FL,US,WORCESTER,MA,US,1946.04,1209.21,air_shorthaul,0.82,2.1729,2.1702,0.0027,0.1,5.4
Unknown,FedEx,success,,FedEx Priority Overnight,PRIORITY_OVERNIGHT,0.45,0.992,FALSE,OLIVE BRANCH,MS,US,WORCESTER,MA,US,1761.97,1094.84,air_shorthaul,0.82,0.6511,0.6502,0.0009,0.03,1.6
TBA324067985284,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,33.296,73.405,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.4143,0.3477,0.0666,0.02,1
TBA324067985284,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,33.296,73.405,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.4143,0.3477,0.0666,0.02,1
TBA324077510257,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.768,3.898,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.02,0.0164,0.0035,0,0
9488809000276106884141,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324084916945,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.83,4.034,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0122,0.0122,0,0,0
TBA324083269087,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,12.71,28.02,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0849,0.0849,0,0,0.2
TBA324083203346,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.65,14.661,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0415,0.0282,0.0133,0,0.1
TBA324079689843,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.34,0.75,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0042,0.0036,0.0007,0,0
1Z6843850395091346,UPS,success,,UPS Ground,518,4.082,9,FALSE,LEOMINSTER,MA,US,WORCESTER,MA,US,29.53,18.35,truck_average,0.127,0.0235,0.0153,0.0082,0,0.1
92346903478422300067982916,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92346903478422300066858113,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92001903478422300311680085,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323993015640,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.49,5.49,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0281,0.0231,0.005,0,0.1
Unknown,FedEx,success,,FedEx First Overnight,FIRST_OVERNIGHT,3.18,7.011,FALSE,ROBBINSVILLE,NJ,US,WORCESTER,MA,US,327.76,203.66,air_shorthaul,0.82,0.861,0.8547,0.0064,0.04,2.1
Unknown,FedEx,success,,FedEx First Overnight,FIRST_OVERNIGHT,3.18,7.011,FALSE,ROBBINSVILLE,NJ,US,WORCESTER,MA,US,327.76,203.66,air_shorthaul,0.82,0.861,0.8547,0.0064,0.04,2.1
9400140106246001694946,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Express Saver,FEDEX_EXPRESS_SAVER,0.91,2.006,FALSE,San Jose,CA,US,WORCESTER,MA,US,4262.51,2648.6,air_shorthaul,0.82,3.1825,3.1807,0.0018,0.15,7.9
1ZX6972X0366115980,UPS,success,,UPS Ground,518,1.225,2.7,FALSE,MCALLEN,TX,US,WORCESTER,MA,US,2995.78,1861.49,truck_average,0.127,0.4684,0.466,0.0024,0.02,1.2
TBA324089031232,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.23,7.121,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0365,0.03,0.0065,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,19.6,43.211,FALSE,ALBUQUERQUE,NM,US,Worcester,MA,US,3111.94,1933.67,truck_average,0.127,7.7855,7.7463,0.0392,0.37,19.3
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,19.73,43.497,FALSE,ALBUQUERQUE,NM,US,Worcester,MA,US,3111.94,1933.67,truck_average,0.127,7.8371,7.7976,0.0395,0.37,19.4
TBA324091741459,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.88,8.554,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0242,0.0165,0.0078,0,0.1
TBA324031156-7U,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,4.04,8.907,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.0664,0.0664,0,0,0.2
TBA324031156372,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,15.03,33.135,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,last_mile,0.2,0.8379,0.8379,0,0.04,2.1
TBA324074818267,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.501,5.514,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0156,0.0106,0.005,0,0
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,1.5,3.307,FALSE,Quakertown,PA,US,WORCESTER,MA,US,358.61,222.83,truck_average,0.127,0.0713,0.0683,0.003,0,0.2
TBA324082504543,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.044,4.506,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0254,0.0213,0.0041,0,0.1
TBA324070457455,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,45.208,99.668,TRUE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.6908,1.6004,0.0904,0.08,4.2
9500113536675245316466,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z1EE3971315174578,UPS,success,,UPS Next Day Air Saver®,556,2.132,4.7,FALSE,MIDDLETOWN,DE,US,WORCESTER,MA,US,454.35,282.32,truck_average,0.127,0.1273,0.123,0.0043,0.01,0.3
TBA324048646009,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.197,9.253,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0474,0.039,0.0084,0,0.1
TBA324076575405,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.85,1.874,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0106,0.0089,0.0017,0,0
791660211682,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324092590477,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.22,7.099,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0201,0.0137,0.0064,0,0
9361289725253381505387,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479449008106245208753687,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324091624215,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.65,1.433,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0073,0.006,0.0013,0,0
TBA324094012195,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.87,10.736,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.055,0.0453,0.0097,0,0.1
TBA324091828647,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.795,3.957,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0112,0.0076,0.0036,0,0
9505510973125242985848,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324076392693,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.21,7.077,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.02,0.0136,0.0064,0,0
TBA324071891181,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.04,4.497,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.023,0.019,0.0041,0,0.1
22809255190220086400660830,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479255190220086400677104,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324081795063,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.4,3.086,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
TBA324091206792,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.46,1.014,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0029,0.002,0.0009,0,0
TBA324074462252,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.75,8.267,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0234,0.0159,0.0075,0,0.1
Unknown,FedEx,success,,FedEx SmartPost,SMART_POST,1.18,2.601,FALSE,JONESTOWN,PA,US,WORCESTER,MA,US,395.63,245.84,truck_average,0.127,0.0616,0.0593,0.0024,0,0.2
TBA324092485015,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.38,0.838,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0024,0.0016,0.0008,0,0
9510810699625240787160,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Priority Overnight,PRIORITY_OVERNIGHT,0.45,0.992,FALSE,AURORA,OH,US,WORCESTER,MA,US,799.76,496.95,air_shorthaul,0.82,0.296,0.2951,0.0009,0.01,0.7
1ZV567110346784596,UPS,success,,UPS Ground,518,0.045,0.1,FALSE,WILSONVILLE,OR,US,WORCESTER,MA,US,4047.62,2515.08,truck_average,0.127,0.0234,0.0233,0.0001,0,0.1
TBA324091707132,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.92,8.642,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0245,0.0166,0.0078,0,0.1
9505501029600104867808,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253383280336,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253368896958,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253384302839,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253359279678,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z0139840371708501,UPS,success,,UPS Ground,518,0.272,0.6,FALSE,WILMINGTON,MA,US,WORCESTER,MA,US,60.58,37.64,truck_average,0.127,0.0026,0.0021,0.0005,0,0
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.41,3.109,FALSE,AGAWAM,MA,US,WORCESTER,MA,US,70.56,43.85,truck_average,0.127,0.0155,0.0126,0.0028,0,0
TBA324079078867,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.39,7.474,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0212,0.0144,0.0068,0,0.1
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,36.29,80.006,FALSE,Fontana,CA,US,Worcester,MA,US,4049.48,2516.23,truck_average,0.127,18.736,18.6634,0.0726,0.89,46.4
9361289725253369212955,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324073340869,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.964,4.33,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0222,0.0183,0.0039,0,0.1
9261290376171725471295,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324087097929,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.42,3.131,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.016,0.0132,0.0028,0,0
TBA3240869M3,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,11.73,25.859,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0732,0.0497,0.0235,0,0.2
TBA324092455191,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.56,1.235,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0063,0.0052,0.0011,0,0
TBA3240641,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.257,11.59,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0594,0.0489,0.0105,0,0.1
TBA324091348246,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.964,4.33,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0222,0.0183,0.0039,0,0.1
9361289725253383057617,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505510391965242911667,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324046825841,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.107,6.849,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0194,0.0132,0.0062,0,0
9261299990980589021181,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400136106194312060284,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
22479300189821800388991962,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324042392178,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.69,3.726,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.021,0.0176,0.0034,0,0.1
SBHKZ7JXWS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA323991847120,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.392,5.274,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0149,0.0101,0.0048,0,0
TBA324048251727,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.531,9.99,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0283,0.0192,0.0091,0,0.1
9488809000276106897349,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324042469445,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.25,9.37,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0265,0.018,0.0085,0,0.1
9500116310385241408960,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324072919606,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.39,3.064,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0087,0.0059,0.0028,0,0
92001903478422300309825191,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324077716830,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.42,3.131,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0089,0.006,0.0028,0,0
TBA324074532894,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.68,1.499,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0077,0.0063,0.0014,0,0
9361289725253382989896,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324069031902,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,1.585,3.495,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0106,0.0106,0,0,0
TBA324083932014,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.57,3.461,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0195,0.0164,0.0031,0,0
1Z7R3F940397738038,UPS,success,,UPS Ground,518,0.907,2,FALSE,BROOKLYN,NY,US,WORCESTER,MA,US,253.31,157.4,truck_average,0.127,0.031,0.0292,0.0018,0,0.1
TBA324020287720,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,6.01,13.25,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0401,0.0401,0,0,0.1
9361289725253370442020,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9200190333885210757562,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
92346903470189300006184472,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
373258235242218962,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
373258235242218979,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324091697053,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.51,14.352,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0735,0.0605,0.013,0,0.2
9534611986985241887136,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9400150899563073278129,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324088418933,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,13.6,29.983,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1737,0.1465,0.0272,0.01,0.4
9361289725253460383714,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253384174191,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324045417678,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,3.24,7.143,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0216,0.0216,0,0,0.1
TBA324090620301,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.2,11.464,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0325,0.0221,0.0104,0,0.1
TBA324087945474,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.03,6.68,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0189,0.0128,0.0061,0,0
TBA324069443152,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.06,2.337,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0155,0.0155,0,0,0
TBA324090337314,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,13.6,29.983,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0849,0.0577,0.0272,0,0.2
9400136208303363953132,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324089605652,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.872,12.944,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0731,0.0613,0.0117,0,0.2
TBA324074299535,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.44,0.97,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.005,0.0041,0.0009,0,0
9361289725253387342252,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324086187414,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.04,2.293,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0065,0.0044,0.0021,0,0
TBA324073565557,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.36,5.203,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0147,0.01,0.0047,0,0
9505510691015242783287,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9505516181475242878442,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324091273585,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.96,4.321,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0122,0.0083,0.0039,0,0
TBA324078198044,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.67,3.682,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0208,0.0174,0.0033,0,0.1
23420016099567697224460090362022,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324011763736,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,40.64,89.596,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.52,1.4387,0.0813,0.07,3.8
9400136208259278444183,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z0J977G0337975547,UPS,success,,UPS Ground,518,2.676,5.9,FALSE,WICHITA,KS,US,WORCESTER,MA,US,2230.46,1385.94,truck_average,0.127,0.7634,0.7581,0.0054,0.04,1.9
TBA324088000266,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.687,3.719,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.021,0.0176,0.0034,0,0.1
TBA324089864716,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.2,7.055,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.02,0.0136,0.0064,0,0
TBA324089503003,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,36.51,80.491,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.3655,1.2925,0.073,0.07,3.4
TBA324089475167,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.59,1.301,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0037,0.0025,0.0012,0,0
TBA324091729261,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.73,3.814,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0108,0.0073,0.0035,0,0
TBA324027687509,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.98,8.774,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0248,0.0169,0.008,0,0.1
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,8.89,19.599,FALSE,Jessup,PA,US,WORCESTER,MA,US,324.37,201.56,truck_average,0.127,0.384,0.3662,0.0178,0.02,1
TBA324088211127,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.99,2.183,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0112,0.0092,0.002,0,0
TBA324089235460,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.13,11.31,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.032,0.0218,0.0103,0,0.1
SPXBOS056763316115,speedx,unsupported,No credentials configured for carrier: speedx,,,,,,,,,,,,,,,,,,,,
SPXBOS056762650016,speedx,unsupported,No credentials configured for carrier: speedx,,,,,,,,,,,,,,,,,,,,
SPXS056763316115,speedx,unsupported,No credentials configured for carrier: speedx,,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,13.06,28.792,FALSE,HACKENSACK,NJ,US,WORCESTER,MA,US,241.25,149.91,truck_average,0.127,0.4263,0.4001,0.0261,0.02,1.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,5.03,11.089,FALSE,HACKENSACK,NJ,US,WORCESTER,MA,US,241.25,149.91,truck_average,0.127,0.1642,0.1541,0.0101,0.01,0.4
9400150105795018377033,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9300110597204620702529,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324086978647,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.6,3.527,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.01,0.0068,0.0032,0,0
TBA324082012481,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,9.06,19.974,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0565,0.0384,0.0181,0,0.1
TBA324077657961,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7.536,16.613,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.047,0.032,0.0151,0,0.1
TBA324088322746,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.4,3.086,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0205,0.0205,0,0,0.1
TBA324082141395,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,10.03,22.112,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0626,0.0425,0.0201,0,0.2
9505511465865239816481,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324075519041,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.45,3.197,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.009,0.0061,0.0029,0,0
TBA323981578229,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.5,5.512,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0156,0.0106,0.005,0,0
TBA324088801613,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.76,1.676,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0047,0.0032,0.0015,0,0
